date,value
2025-01-14,2219.239990234375
2025-01-15,2263.2900390625
2025-01-16,2266.7900390625
2025-01-17,2275.8798828125
2025-01-21,2317.969970703125
2025-01-22,2303.719970703125
2025-01-23,2314.60009765625
2025-01-24,2307.739990234375
2025-01-27,2284.02001953125
2025-01-28,2288.860107421875
2025-01-29,2283.10009765625
2025-01-30,2307.449951171875
2025-01-31,2287.68994140625
2025-02-03,2258.419921875
2025-02-04,2290.2099609375
2025-02-05,2316.22998046875
2025-02-06,2307.1201171875
2025-02-07,2279.7099609375
2025-02-10,2287.93994140625
2025-02-11,2275.699951171875
2025-02-12,2255.889892578125
2025-02-13,2282.179931640625
2025-02-14,2279.97998046875
2025-02-18,2290.35009765625
2025-02-19,2282.4599609375
2025-02-20,2261.739990234375
2025-02-21,2195.35009765625
2025-02-24,2178.27001953125
2025-02-25,2170.080078125
2025-02-26,2174.169921875
2025-02-27,2139.659912109375
2025-02-28,2163.070068359375
2025-03-03,2102.239990234375
2025-03-04,2079.530029296875
2025-03-05,2100.75
2025-03-06,2066.550048828125
2025-03-07,2075.47998046875
2025-03-10,2019.0699462890625
2025-03-11,2023.5899658203125
2025-03-12,2026.469970703125
2025-03-13,1993.68994140625
2025-03-14,2044.0999755859375
2025-03-17,2068.330078125
2025-03-18,2049.93994140625
2025-03-19,2082.080078125
2025-03-20,2068.6298828125
2025-03-21,2056.97998046875
2025-03-24,2109.3798828125
2025-03-25,2095.3798828125
2025-03-26,2073.830078125
2025-03-27,2065.699951171875
2025-03-28,2023.27001953125
2025-03-31,2011.9100341796875
2025-04-01,2012.239990234375
2025-04-02,2045.3599853515625
2025-04-03,1910.550048828125
2025-04-04,1827.030029296875
2025-04-07,1810.1400146484375
2025-04-08,1760.7099609375
2025-04-09,1913.1600341796875
2025-04-10,1831.3900146484375
2025-04-11,1860.199951171875
2025-04-14,1880.8800048828125
2025-04-15,1882.9200439453125
2025-04-16,1863.47998046875
2025-04-17,1880.6199951171875
2025-04-21,1840.3199462890625
2025-04-22,1890.280029296875
2025-04-23,1919.1400146484375
2025-04-24,1957.5899658203125
2025-04-25,1957.6199951171875
2025-04-28,1965.550048828125
2025-04-29,1976.52001953125
2025-04-30,1964.1199951171875
